City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
159,matagami,49.7502,-77.6328,266.21,49,0,1.54,CA,1680017088
160,avarua,-21.2078,-159.775,297.18,94,40,2.06,CK,1680017088
161,atuona,-9.8,-139.0333,300.17,75,96,7.55,PF,1680017089
162,vao,-22.6667,167.4833,298.19,78,59,6.44,NC,1680017089
163,dakar,14.6937,-17.4441,311.64,61,0,6.17,SN,1680016859
164,cockburn town,21.4612,-71.1419,298.15,76,4,8.08,TC,1680017051
165,diapaga,12.0708,1.7889,312.31,10,100,1.77,BF,1680017089
166,saint-philippe,-21.3585,55.7679,298.92,74,96,2.38,RE,1680017089
167,ribeira grande,38.5167,-28.7,290.37,77,20,11.32,PT,1680017089
168,upernavik,72.7868,-56.1549,247.98,86,29,3.39,GL,1680017089
169,airai,-8.9266,125.4092,288.48,92,100,0.7,TL,1680017089
170,sawtell,-30.3833,153.1,294.16,83,40,4.63,AU,1680017090
171,atar,20.5169,-13.0499,309.62,6,75,2.87,MR,1680017090
172,los llanos de aridane,28.6585,-17.9182,295.01,64,0,5.14,ES,1680017090
173,san carlos,9.6612,-68.5827,305.32,39,14,2.27,VE,1680016899
174,inhambane,-23.865,35.3833,299.14,47,40,3.83,MZ,1680017090
175,aktau,43.65,51.2,286.47,57,1,4.04,KZ,1680017090
176,kaitangata,-46.2817,169.8464,278.37,71,98,1.49,NZ,1680017090
177,alpena,45.0617,-83.4327,276.29,41,0,2.06,US,1680017091
178,nouna,12.7333,-3.8667,312.2,17,58,2.8,BF,1680017091
179,filadelfia,39.9523,-75.1638,283.32,70,75,6.17,US,1680017081
180,ahipara,-35.1667,173.1667,290.01,87,43,5.95,NZ,1680017091
181,slave lake,55.2834,-114.769,261.14,72,0,1.03,CA,1680017092
182,sola,-13.8833,167.55,300.92,75,100,3.63,VU,1680017092
183,half moon bay,37.4636,-122.4286,284.85,80,100,13.89,US,1680017092
184,marsh harbour,26.5412,-77.0636,298.37,64,100,3.58,BS,1680017092
185,porto walter,-8.2686,-72.7439,297.45,91,100,0.58,BR,1680017092
186,palmer,42.1584,-72.3287,279.05,81,100,4.63,US,1680016892
187,nouadhibou,20.931,-17.0347,296.14,64,25,8.23,MR,1680017093
188,bethel,41.3712,-73.414,279.9,81,100,4.63,US,1680017093
189,hvide sande,56.0045,8.1294,279.87,73,96,7.87,DK,1680017093
190,hithadhoo,-0.6,73.0833,301.65,74,100,2.14,MV,1680016870
191,yuksekova,37.5736,44.2872,283.01,57,40,5.66,TR,1680017094
192,sistranda,63.7256,8.834,274.13,64,1,7.86,NO,1680017094
193,nago,26.5881,127.9761,289.39,73,71,5.17,JP,1680017094
194,mount gambier,-37.8333,140.7667,285.75,85,47,2.09,AU,1680017094
195,esperance,-33.8667,121.9,289.3,73,4,3.4,AU,1680017094
196,taltal,-25.4,-70.4833,295.15,71,1,2.53,CL,1680017094
197,fort saint james,54.4333,-124.25,264.11,97,89,0.82,CA,1680017095
198,cidreira,-30.1811,-50.2056,297.34,61,1,6.37,BR,1680017095
199,nemuro,43.3236,145.575,274.65,87,1,3.46,JP,1680017095
200,charyshskoye,51.3978,83.5598,276.82,89,1,1.51,RU,1680017095
201,kirakira,-10.4544,161.9205,299.43,85,100,1.63,SB,1680017095
202,sergiyevsk,53.9413,51.165,281.37,70,54,3.18,RU,1680017095
203,lahaina,20.8783,-156.6825,294.71,89,92,2.87,US,1680017095
204,broome,42.2506,-75.833,279.64,58,20,6.17,US,1680017095
205,tucuman,-26.8241,-65.2226,301.15,69,75,1.54,AR,1680017096
206,kahului,20.8947,-156.47,294.73,88,75,2.06,US,1680016947
207,nieves,15.3274,120.9485,300.88,80,100,1.76,PH,1680017096
208,prince rupert,54.3161,-130.3201,277.98,80,0,3.09,CA,1680017096
209,odienne,9.51,-7.5692,308.13,30,77,1.39,CI,1680017096
210,taksimo,56.3444,114.8794,269.89,65,85,6.8,RU,1680017096
211,tsalka,41.5946,44.0891,281.89,70,58,3.24,GE,1680017096
212,paamiut,61.994,-49.6678,268.32,56,10,2.65,GL,1680017097
213,jibuti,11.5,42.5,301.94,51,100,2.24,DJ,1680017097
214,port pirie,-33.1833,138.0167,291.91,67,0,4.39,AU,1680017097
215,ust-kuyga,70.0167,135.6,248.98,100,100,1.31,RU,1680017097
216,klyuchi,52.2667,79.1667,280.74,76,78,3.34,RU,1680017097
217,pocos de caldas,-21.7878,-46.5614,296.48,69,100,2.37,BR,1680016955
218,roslavl,53.9528,32.8639,283.4,63,100,6.25,RU,1680017097
219,bosaso,11.2842,49.1816,302.61,67,70,1.73,SO,1680017097
220,ketchikan,55.3422,-131.6461,276.41,65,0,4.12,US,1680017064
221,hambantota,6.1241,81.1185,299.34,100,20,0.51,LK,1680017098
222,narsaq,60.9167,-46.05,276.27,57,1,3.3,GL,1680017098
223,chuy,-33.6971,-53.4616,297.91,44,100,3.97,UY,1680017098
224,margate,51.3813,1.3862,282.21,80,100,3.13,GB,1680017098
225,porto murtinho,-21.6989,-57.8825,306.57,47,22,3.53,BR,1680017098
226,mitsamiouli,-11.3847,43.2844,300.99,71,100,0.88,KM,1680017098
227,yining,29.0361,114.5636,285.86,87,100,0.75,CN,1680017098
228,svetlogorsk,52.6333,29.7333,273.15,96,100,10.12,BY,1680017098
229,port hawkesbury,45.6169,-61.3485,276.43,91,100,7.6,CA,1680017099
230,karakol,42.4907,78.3936,280.29,41,0,1.99,KG,1680017099
231,canico,32.6333,-16.85,299.89,64,0,3.6,PT,1680017099
232,dongying,37.4564,118.4856,287.44,36,75,4.14,CN,1680017099
233,detchino,54.8092,36.3075,283.4,67,78,5.91,RU,1680017099
234,fairbanks,64.8378,-147.7164,269.34,87,100,2.57,US,1680017099
235,saint-michel-des-saints,46.6834,-73.9159,270.34,84,94,2.83,CA,1680017099
236,nalut,30.3333,10.85,301.23,11,8,2.72,LY,1680017099
237,sidney,-33.8679,151.2073,293.34,89,0,3.6,AU,1680017070
238,tasiilaq,65.6145,-37.6368,263.24,64,21,1.11,GL,1680017100
239,liwale,-9.7667,37.9333,295.01,98,100,1.19,TZ,1680017100
240,taoudenni,22.6783,-3.9836,311.93,6,86,4.49,ML,1680017100
241,mantua,45.1667,10.7833,290.42,27,12,2.24,IT,1680017100
242,nanma,36.1817,118.1583,285.22,52,100,2.07,CN,1680017100
243,klaksvik,62.2266,-6.589,277.66,71,100,11.55,FO,1680017100
244,hamilton,39.1834,-84.5333,283.38,63,0,3.09,US,1680017077
245,sitka,57.0531,-135.33,276.09,70,0,3.6,US,1680017101
246,parakou,9.3372,2.6303,310.38,22,60,1.36,BJ,1680017101
247,zanjan,36.6736,48.4787,284.98,66,20,2.06,IR,1680017101
248,torbay,47.6666,-52.7314,274.58,91,100,7.72,CA,1680017101
249,coihaique,-45.5752,-72.0662,278.49,93,100,2.57,CL,1680017101
250,beringovskiy,63.05,179.3167,270.39,97,100,5.53,RU,1680017102
251,fortuna,40.5982,-124.1573,279.34,93,100,2.24,US,1680017102
252,cobourg,50.2667,10.9667,282.25,51,99,1.34,DE,1680016830
253,caravelas,-17.7125,-39.2481,303.16,48,0,3.91,BR,1680017102
254,beloha,-25.1667,45.05,293.59,60,8,4.14,MG,1680017103
255,barber,12.2833,-69.0667,302.14,61,20,7.72,CW,1680017103
256,namatanai,-3.6667,152.4333,299.19,83,88,2.12,PG,1680017104
257,payao,10.1833,122.95,299.43,78,100,1.85,PH,1680017104
258,provideniya,64.3833,-173.3,267.38,96,100,3.7,RU,1680017104
259,kamina,-8.7386,24.9906,296.47,82,75,0.6,CD,1680017105
260,killybegs,54.6333,-8.45,285.99,84,100,4.47,IE,1680017105
261,nikolskoye,59.7035,30.7861,273.1,98,100,2.99,RU,1680017105
262,vardo,70.3705,31.1107,269.14,80,40,7.2,NO,1680017105
263,tsaratanana,-16.7833,47.65,298.25,89,90,2.3,MG,1680017105
264,vargashi,55.3556,65.8467,279.34,79,16,6.6,RU,1680017106
265,chumikan,54.7183,135.315,274.87,73,100,6.18,RU,1680017106
266,jacareacanga,-6.2222,-57.7528,304.1,57,100,0.8,BR,1680017106
267,riohacha,11.5444,-72.9072,303.21,54,40,7.72,CO,1680017106
268,khatanga,71.9667,102.5,249.92,96,100,5.69,RU,1680017106
269,vetlanda,57.4289,15.0776,276.51,37,0,4.5,SE,1680017107
270,yerofey pavlovich,53.9667,121.9667,268.36,98,100,0.86,RU,1680017107
271,piet retief,-27.0071,30.8132,292.98,63,9,4.11,ZA,1680017107
272,victor harbor,-35.5667,138.6167,287.97,82,4,3.06,AU,1680017107
273,trincomalee,8.5711,81.2335,300.74,71,27,5.26,LK,1680017108
274,mangai,-4.05,19.5333,303.35,55,86,1.1,CD,1680017108
275,nelson,-41.2833,173.2833,278.31,81,7,0.45,NZ,1680017108
276,butaritari,3.0707,172.7902,300.93,79,28,6.65,KI,1680017109
277,road town,18.4167,-64.6167,301.2,57,40,5.66,VG,1680017109
278,mineiros,-17.5694,-52.5511,301.76,52,19,2.29,BR,1680017109
279,merauke,-8.4667,140.3333,299.24,87,100,2.69,ID,1680017109
280,alindao,5.0267,21.2088,300.06,61,95,2.61,CF,1680017110
281,gay,51.4666,58.4552,282.44,94,100,1.21,RU,1680017110
282,san quintin,30.4833,-115.95,287.19,67,3,1.33,MX,1680017110
283,alofi,-19.0595,-169.9187,297.09,94,100,7.2,NU,1680017110
284,ponta delgada,37.7333,-25.6667,290.55,88,20,11.32,PT,1680017110
285,bairiki,1.3292,172.9752,301.15,78,40,2.57,KI,1680017111
286,moroni,-11.7022,43.2551,300.21,78,100,0.79,KM,1680017111
287,tabriz,38.08,46.2919,289.85,36,20,3.09,IR,1680016871
288,inuvik,68.3499,-133.7218,270.57,100,100,1.54,CA,1680017111
289,xingyi,24.1877,102.817,286.07,90,77,0.32,CN,1680017111
290,roebourne,-20.7833,117.1333,302.54,56,100,0.49,AU,1680017111
291,belyy yar,53.6039,91.3903,279.18,72,0,2.0,RU,1680017112
292,lagoa,39.05,-27.9833,288.92,79,88,13.6,PT,1680017112
293,lakes entrance,-37.8811,147.981,289.75,96,49,2.76,AU,1680017112
294,manta,-0.95,-80.7333,302.03,74,0,1.54,EC,1680017112
295,srednekolymsk,67.45,153.6833,256.74,80,51,3.63,RU,1680017112
296,cotacachi,0.3,-78.2667,289.9,67,100,1.48,EC,1680017113
297,makakilo city,21.3469,-158.0858,294.51,88,0,2.06,US,1680017113
298,blagoveshchensk,50.2667,127.5333,280.49,33,20,4.0,RU,1680017113
299,umtata,-31.5889,28.7844,301.46,51,32,1.54,ZA,1680017114
300,husavik,66.0449,-17.3389,270.11,76,97,5.06,IS,1680017114
301,port blair,11.6667,92.75,301.17,74,40,1.03,IN,1680017115
302,apt,43.8833,5.4,289.68,31,3,4.42,FR,1680017115
303,hasaki,35.7333,140.8333,282.71,71,89,6.21,JP,1680017115
304,chapais,49.7834,-74.8492,267.03,77,47,2.38,CA,1680017116
305,beidao,34.5686,105.8933,284.75,64,73,1.45,CN,1680017116
306,dolores,-36.3132,-57.6792,301.77,34,7,6.25,AR,1680017116
307,vila velha,-20.3297,-40.2925,301.12,78,40,4.63,BR,1680016902
308,barhi,23.9,80.8,301.03,21,1,3.17,IN,1680017117
309,assiniboia,49.6334,-105.9845,257.05,85,89,2.57,CA,1680017117
310,ostrovnoy,68.0531,39.5131,264.6,91,28,4.48,RU,1680017117
311,mezen,65.8522,44.24,264.2,95,8,1.45,RU,1680017117
312,birin,26.8865,88.0718,287.67,36,4,2.69,NP,1680017117
313,san fernando,15.0286,120.6898,301.0,71,100,1.8,PH,1680017117
314,dicabisagan,17.0818,122.4157,297.39,88,28,1.32,PH,1680017117
315,omidiyeh,30.7597,49.705,297.08,53,20,5.14,IR,1680017118
316,tabursuq,36.4569,9.2475,291.31,29,0,6.18,TN,1680017118
317,saint-pierre,-21.3393,55.4781,298.97,69,0,0.51,RE,1680017118
318,coahuayana,18.7333,-103.6833,299.36,43,0,0.08,MX,1680017118
319,burgeo,47.6167,-57.6152,275.36,67,100,3.19,CA,1680017118
320,mangrol,21.1167,70.1167,297.77,72,0,4.78,IN,1680017119
321,adrar,20.5022,-10.0711,308.61,7,61,1.49,MR,1680017119
322,mon,26.75,95.1,289.18,93,60,2.14,IN,1680017119
323,arak,34.0917,49.6892,286.2,44,65,3.66,IR,1680017119
324,san-pedro,4.7485,-6.6363,302.78,66,26,4.65,CI,1680017119
325,zherdevka,51.8486,41.4606,284.62,54,100,5.35,RU,1680017119
326,isangel,-19.55,169.2667,299.32,83,100,3.13,VU,1680017119
327,kendal,54.3268,-2.7476,282.36,92,100,5.29,GB,1680017120
328,karratha,-20.7377,116.8463,302.01,57,100,0.1,AU,1680017120
329,sokoni,-6.4333,39.55,301.87,71,98,3.52,TZ,1680017120
330,hohhot,40.8106,111.6522,275.31,32,0,3.0,CN,1680017120
331,istisu,40.9457,48.0738,285.52,74,55,1.45,AZ,1680017120
332,gaurnadi,22.9667,90.2333,297.23,80,0,3.32,BD,1680017120
333,carandai,-20.9536,-43.8064,294.17,74,97,2.41,BR,1680017121
334,segovia,41.1667,-4.0,294.5,27,73,2.42,ES,1680017121
335,santa rosa,14.3122,121.1114,301.54,82,99,4.44,PH,1680016929
336,mount kisco,41.2043,-73.7271,280.77,83,100,4.63,US,1680017121
337,jackson,42.4165,-122.8345,278.63,82,100,3.58,US,1680017112
338,new amsterdam,6.25,-57.5167,302.94,56,80,3.44,GY,1680017121
339,maridi,4.9158,29.4742,306.63,25,98,2.3,SS,1680017121
340,berdigestyakh,62.0989,126.6992,267.9,96,100,3.21,RU,1680017122
341,jaru,-10.4389,-62.4664,300.99,81,95,1.09,BR,1680017122
342,verkhniy ufaley,56.0567,60.2306,277.23,93,100,4.18,RU,1680017122
343,san jose,37.3394,-121.895,285.05,62,100,9.26,US,1680016876
344,vanavara,60.34,102.2797,259.37,95,67,2.19,RU,1680017122
345,san juan,-31.5375,-68.5364,300.46,46,0,1.69,AR,1680017097
346,taunggyi,20.7833,97.0333,292.2,43,0,0.99,MM,1680017123
347,bilibino,68.0546,166.4372,244.54,99,6,2.0,RU,1680017123
348,zabaykalsk,49.6333,117.3167,275.31,69,39,7.1,RU,1680017123
349,besikduzu,41.052,39.2284,286.09,90,70,3.88,TR,1680017123
350,langxiang,46.95,128.8833,270.69,66,2,1.82,CN,1680017124
351,juan lacaze,-34.4342,-57.4381,301.19,42,63,4.01,UY,1680017124
352,de aar,-30.6497,24.0123,302.68,17,18,10.9,ZA,1680017124
353,krasnogorsk,55.8225,37.3181,282.34,76,0,6.0,RU,1680017124
354,richards bay,-28.783,32.0377,296.02,63,0,7.05,ZA,1680017124
355,egvekinot,66.3167,-179.1667,252.86,99,100,0.94,RU,1680017124
356,marang,5.2056,103.2059,301.1,81,75,2.1,MY,1680017124
357,edson,53.5835,-116.4356,261.23,72,0,3.09,CA,1680017125
358,ferzikovo,54.5191,36.7567,282.95,68,99,6.19,RU,1680017125
359,yulara,-25.2406,130.9889,295.44,72,96,5.43,AU,1680017125
360,belaya gora,68.5333,146.4167,256.9,88,58,3.16,RU,1680017125
361,winnemucca,40.973,-117.7357,276.18,44,20,6.69,US,1680017125
362,comodoro rivadavia,-45.8667,-67.5,288.07,25,0,13.89,AR,1680017126
363,mwinilunga,-11.7358,24.4293,293.57,88,92,1.01,ZM,1680017126
364,cayenne,4.9333,-52.3333,300.17,83,75,1.54,GF,1680016866
365,portland,45.5234,-122.6762,280.8,87,100,4.92,US,1680016562
366,high level,58.5169,-117.136,258.21,85,75,1.03,CA,1680017126
